"id","dz_user_id","dz_artist_id"
"1354","1076448","116"
"1355","1280336","116"
"1356","1325601","116"
"1357","1326753","116"
"1358","1339743","116"
"1359","1374956","116"
"1360","1380705","116"
"1361","1502351","116"
"1362","1505629","116"
"1363","1594415","116"
"1364","1625642","116"
"1365","1691535","116"
"1366","1797357","116"
"1367","1824884","116"
"1368","1847124","116"
"1369","1915726","116"
"1370","1922944","116"
"1371","2029898","116"
"1372","2105913","116"
"1373","2109304","116"
"1374","2134772","116"
"1375","2149609","116"
"1376","2179580","116"
"1377","2192656","116"
"1378","2206806","116"
"1379","2273646","116"
"1380","2284641","116"
"1381","2295910","116"
"1382","2410259","116"
"1383","2443652","116"
"1384","2462011","116"
"1385","2495958","116"
"1386","2538850","116"
"1387","2600542","116"
"1388","2603212","116"
"1389","2627434","116"
"1390","2631225","116"
"1391","2651248","116"
"1392","59637","117"
"1393","59841","117"
"1394","100936","117"
"1395","219349","117"
"1396","296395","117"
"1397","346334","117"
"1398","355271","117"
"1399","373080","117"
"1400","411674","117"
"1401","431186","117"
"1402","468058","117"
"1403","508311","117"
"1404","538199","117"
"1405","564856","117"
"1406","674446","117"
"1407","686827","117"
"1408","785950","117"
"1409","820773","117"
"1410","841840","117"
"1411","909021","117"
"1412","980382","117"
"1413","998021","117"
"1414","1105013","117"
"1415","1138586","117"
"1416","1143164","117"
"1417","1148695","117"
"1419","1302809","117"
"1420","1390764","117"
"1421","1396068","117"
"1422","1432093","117"
"1423","1441012","117"
"1424","1460644","117"
"1425","1483282","117"
"1426","1500175","117"
"1427","1502311","117"
"1428","1521659","117"
"1429","1529149","117"
"1430","1544372","117"
"1431","1554872","117"
"1432","1569340","117"
"1433","1584792","117"
"1434","1595805","117"
"1435","1610416","117"
"1436","1638177","117"
"1437","1642660","117"
"1438","399202","118"
"1439","1027647","118"
"1440","1411694","118"
"1441","2106239","118"
"1442","2456226","118"
"1443","2826991","118"
"1444","3148235","118"
"1445","3288059","118"
"1446","4190863","118"
"1447","5157980","118"
"1448","5209601","118"
"1449","5726094","118"
"1450","6307243","118"
"1451","6386589","118"
"1452","6389733","118"
"1453","7339784","118"
"1454","7401668","118"
"1455","7852068","118"
"1456","7902347","118"
"1457","7934559","118"
"1458","7992754","118"
"1459","8365057","118"
"1460","8524786","118"
"1461","8696040","118"
"1462","9503974","118"
"1463","9506017","118"
"1464","10574365","118"
"1465","10906508","118"
"1466","10971486","118"
"1467","11418374","118"
"1468","11474432","118"
"1469","11499835","118"
"1470","11611174","118"
"1471","12019066","118"
"1472","12173675","118"
"1473","12551587","118"
"1474","12698583","118"
"1475","12892776","118"
"1476","13033756","118"
"1477","13035406","118"
"1478","13147477","118"
"1479","13285597","118"
"1480","13420650","118"
"1481","14365925","118"
"1482","14461822","118"
"1483","14538664","118"
"1484","15011828","118"
"1485","15150780","118"
"1486","15260935","118"
"1487","15277224","118"
"1493","11128","119"
"1497","53524","119"
"1498","57576","119"
"1501","58074","119"
"1503","94402","119"
"1505","106860","119"
"1506","117393","119"
"1509","133769","119"
"1510","142016","119"
"1511","144862","119"
"1512","153207","119"
"1513","153346","119"
"1515","157420","119"
"1518","160344","119"
"1521","165623","119"
"1522","166951","119"
"1523","170726","119"
"1524","176467","119"
"1529","58523","120"
"1530","69629","120"
"1531","80677","120"
"1532","88628","120"
"1533","109542","120"
"1534","112622","120"
"1535","122816","120"
"1537","150908","120"
"1538","154240","120"
"1540","171710","120"
"1541","175791","120"
"1542","176047","120"
"1543","189774","120"
"1544","196315","120"
"1545","199672","120"
"1546","215856","120"
"1547","241700","120"
"1548","242024","120"
"1549","250553","120"
"1551","276176","120"
"1552","278285","120"
"1553","284292","120"
"1554","293520","120"
"1555","293896","120"
"1556","296774","120"
"1557","300059","120"
"1558","300927","120"
"1559","303806","120"
"1561","311948","120"
"1563","322465","120"
"1564","323814","120"
"1565","323924","120"
"1566","26354","121"
"1568","432461","121"
"1569","442923","121"
"1570","475490","121"
"1571","498383","121"
"1572","566719","121"
"1573","606884","121"
"1574","634708","121"
"1575","682761","121"
"1576","823251","121"
"1577","854720","121"
"1578","914330","121"
"1579","940069","121"
"1580","963217","121"
"1581","1052907","121"
"1582","1132052","121"
"1583","1154081","121"
"1584","1184313","121"
"1585","1236405","121"
"1586","1353059","121"
"1587","1478684","121"
"1588","1514669","121"
"1589","1518150","121"
"1590","1623511","121"
"1591","1635165","121"
"1592","1647170","121"
"1593","1655246","121"
"1594","1780302","121"
"1595","1903846","121"
"1596","1933182","121"
"1597","2029120","121"
"1598","2178927","121"
"1599","2209618","121"
"1600","2266205","121"
"1601","2279693","121"
"1602","2283639","121"
"1603","2362745","121"
"1604","2584891","121"
"1605","2595269","121"
"1606","2778712","121"
"1607","2821437","121"
"1608","2943824","121"
"1609","2997828","121"
"1610","3115400","121"
"1611","3118488","121"
"1612","3273987","121"
"1613","3393794","121"
"1614","3409593","121"
"1618","4156","122"
"1619","6469","122"
"1620","6654","122"
"1621","7568","122"
"1622","7840","122"
"1623","9760","122"
"1624","9777","122"
"1625","10862","122"
"1627","13116","122"
"1628","13177","122"
"1630","15425","122"
"1632","17934","122"
"1633","19543","122"
"1635","20958","122"
"1636","22201","122"
"1637","22538","122"
"1638","27514","122"
"1639","32043","122"
"1640","33655","122"
"1642","34430","122"
"1643","34766","122"
"1644","37731","122"
"1645","40802","122"
"1647","42118","122"
"1648","44039","122"
"1649","44066","122"
"1651","46578","122"
"1652","46701","122"
"1654","1654","123"
"1655","2070","123"
"1656","2301","123"
"1658","3362","123"
"1660","3520","123"
"1661","4103","123"
"1662","4637","123"
"1663","5531","123"
"1667","10450","123"
"1669","14165","123"
"1671","15027","123"
"1673","16244","123"
"1674","17324","123"
"1675","19298","123"
"1676","19944","123"
"1678","25368","123"
"1679","25473","123"
"1680","25515","123"
"1681","26568","123"
"1682","31414","123"
"1683","38144","123"
"1684","38908","123"
"1685","40380","123"
"1686","43210","123"
"1688","53285","123"
"1690","54732","123"
"1691","57611","123"
